norf_id	tsc_id	tsc_chrom	tsc_start	tsc_end	Transcript.type
jjjsH8	ENST00000496425	chr20	62373880	62374470	processed_transcript
b0ylH8	ENST00000496564	chr7	42974641	42988557	processed_transcript
bc4xH2	ENST00000496622	chr7	141438157	141441490	retained_intron
5qt5H9	ENST00000496679	chr3	52017355	52018417	retained_intron
1c5qH4	ENST00000496723	chr1	207940549	207943707	retained_intron
17zpH3	ENST00000496761	chr1	196621185	196642537	processed_transcript
4jatH3	ENST00000496792	chr2	51149658	51254919	processed_transcript
kfn3H3	ENST00000496836	chrX	103043835	103045510	retained_intron
jzklH3	ENST00000496865	chr22	46547788	46552488	processed_transcript
gs9lH2	ENST00000496874	chr16	304120	309519	retained_intron
4ohnH1	ENST00000496911	chr2	74733527	74734521	retained_intron
brfjH2	ENST00000496920	chr8	27238170	27253812	processed_transcript
6qchH1	ENST00000496953	chr3	60675957	60676452	processed_pseudogene
0l9nH5	ENST00000497055	chr1	66999863	67091743	processed_transcript
6bffH3	ENST00000497070	chr3	184055352	184059248	processed_transcript
3ruyH3	ENST00000497192	chr2	153481661	153483218	processed_transcript
cm87H1	ENST00000497195	chr9	2919098	2943654	processed_transcript
d1apH4	ENST00000497254	chr10	70967531	70968855	processed_transcript
krrnH1	ENST00000497281	chrX	153763289	153774324	processed_transcript
5w3kH3	ENST00000497293	chr3	111697864	111701168	retained_intron
5x1mH2	ENST00000497393	chr3	120461608	120469903	retained_intron
5vh8H6	ENST00000497629	chr3	107435305	107447783	retained_intron
cyr9H2	ENST00000497699	chr10	28966438	28971606	retained_intron
hgd7H1	ENST00000497885	chr17	4607524	4608824	antisense
cxorH13	ENST00000497963	chr10	12288052	12292318	retained_intron
65igH2	ENST00000497971	chr3	152175479	152183569	retained_intron
a9g0H5	ENST00000498038	chr6	33048219	33053008	processed_transcript
d9glH3	ENST00000498052	chr10	106055032	106059169	retained_intron
d9glH2	ENST00000498052	chr10	106055032	106059169	retained_intron
08w8H3	ENST00000498067	chr1	19923484	19924689	processed_transcript
clptH2	ENST00000498095	chr9	139887308	139888436	processed_transcript
5wheH2	ENST00000498152	chr3	113344760	113346767	retained_intron
8re8H4	ENST00000498322	chr5	56205419	56207415	processed_transcript
5ecsH1	ENST00000498335	chr2	227656853	227659962	processed_transcript
cjg0H9	ENST00000498339	chr9	130550700	130551643	processed_transcript
k5n6H1	ENST00000498434	chr22	32793934	32795972	retained_intron
gwiwH1	ENST00000498588	chr16	30671238	30671902	retained_intron
gdk0H4	ENST00000498605	chr15	44092508	44093788	processed_transcript
jigqH4	ENST00000498689	chr20	54967426	54970993	retained_intron
hoi8H2	ENST00000498711	chr17	57766516	57772473	retained_intron
dpwdH1	ENST00000498752	chr11	43740225	43740696	processed_pseudogene
ayveH4	ENST00000498784	chr7	11101376	11102216	retained_intron
5yrcH24	ENST00000498837	chr3	127786623	127788594	processed_transcript
dxziH1	ENST00000498979	chr11	119252519	119371306	antisense
ge23H4	ENST00000499624	chr15	50647663	50650527	antisense
ge23H2	ENST00000499624	chr15	50647663	50650527	antisense
ezgpH1	ENST00000500365	chr12	47602202	47610218	retained_intron
fcumH2	ENST00000500741	chr12	120928130	120933743	antisense
fcumH1	ENST00000500741	chr12	120928130	120933743	antisense
8glmH1	ENST00000500800	chr4	144434624	144435788	antisense
dnxdH2	ENST00000501079	chr11	10879805	10900823	antisense
7odfH2	ENST00000501133	chr4	103749211	103765232	antisense
epm4H5	ENST00000501412	chr12	69004678	69043821	retained_intron
9e7oH1	ENST00000501937	chr5	180258364	180262678	lincRNA
cv74H1	ENST00000502188	chr9	134065296	134069592	antisense
febhH1	ENST00000502221	chr12	130336752	130339489	lincRNA
8uzvH12	ENST00000502269	chr5	78908342	78909906	processed_transcript
8lfkH2	ENST00000502379	chr5	218425	224958	retained_intron
9fskH4	ENST00000502424	chr5	14797233	14798509	processed_pseudogene
62e1H3	ENST00000502756	chr3	140660684	140675911	retained_intron
8bqzH1	ENST00000502914	chr4	89679940	89689565	retained_intron
9iqqH5	ENST00000503152	chr5	43014837	43067521	sense_overlapping
9dvqH5	ENST00000503303	chr5	179153705	179156650	processed_transcript
96nxH6	ENST00000503388	chr5	141522542	141533760	retained_intron
8nexH2	ENST00000503399	chr5	14492478	14497095	retained_intron
8aobH1	ENST00000503704	chr4	83820975	83821722	antisense
1ugfH9	ENST00000503824	chr1	36181760	36182512	processed_transcript
8xvuH8	ENST00000503970	chr5	109198028	109205326	retained_intron
7sbpH1	ENST00000503982	chr4	147096878	147104798	processed_transcript
8wqfH18	ENST00000504221	chr5	96038509	96050812	processed_transcript
k740H2	ENST00000504337	chr22	38616981	38618939	processed_transcript
9dysH1	ENST00000504573	chr5	179720244	179722253	antisense
2hpnH1	ENST00000504583	chr1	151584513	151585839	antisense
9eecH1	ENST00000504656	chr5	288947	290436	processed_pseudogene
5zblH1	ENST00000504733	chr3	130546502	130547220	processed_pseudogene
7ejeH3	ENST00000504782	chr4	2470833	2492525	retained_intron
7ejeH6	ENST00000504782	chr4	2470833	2492525	retained_intron
9dmiH12	ENST00000504796	chr5	177632568	177633867	retained_intron
hng2H1	ENST00000504945	chr17	48503578	48538409	retained_intron
8ycmH3	ENST00000504961	chr5	112312509	112320348	processed_transcript
9esdH2	ENST00000504989	chr5	1363696	1380182	lincRNA
9gumH7	ENST00000505204	chr5	32419924	32444602	retained_intron
9lexH1	ENST00000505371	chr5	68266518	68325754	lincRNA
8wqfH15	ENST00000505402	chr5	96031580	96050675	processed_transcript
7mdfH2	ENST00000505525	chr4	84380772	84382389	retained_intron
96nwH15	ENST00000505614	chr5	141515294	141517757	retained_intron
7os3H2	ENST00000505745	chr4	109571788	109572652	processed_transcript
941dH2	ENST00000505756	chr5	137759823	137761546	retained_intron
7ellH2	ENST00000505941	chr4	2826477	2831532	retained_intron
9rfeH3	ENST00000506053	chr5	121772456	121804754	antisense
8mtpH5	ENST00000506131	chr5	10387036	10390612	retained_intron
9v2fH2	ENST00000506165	chr5	139943118	139943959	retained_intron
9b7sH5	ENST00000506186	chr5	162864576	162866608	retained_intron
7gmgH4	ENST00000506409	chr4	17616270	17621704	retained_intron
7klbH4	ENST00000506606	chr4	68567050	68588220	antisense
8ndoH2	ENST00000506611	chr5	14474120	14477442	retained_intron
8ndoH3	ENST00000506611	chr5	14474120	14477442	retained_intron
8sjyH2	ENST00000506744	chr5	65372236	65374382	retained_intron
8oj2H1	ENST00000506762	chr5	34950311	34954296	retained_intron
7jqxH2	ENST00000506809	chr4	56815110	56818719	retained_intron
7jqqH4	ENST00000506936	chr4	56768292	56770743	retained_intron
9v2fH1	ENST00000506958	chr5	139941953	139944054	retained_intron
7hd3H9	ENST00000506973	chr4	25416773	25420119	retained_intron
7undH7	ENST00000507001	chr4	177248106	177249504	processed_transcript
7undH6	ENST00000507001	chr4	177248106	177249504	processed_transcript
7dy7H3	ENST00000507044	chr4	1243087	1244234	antisense
7k6sH2	ENST00000507126	chr4	57366677	57369839	retained_intron
exg3H1	ENST00000507170	chr12	15035987	15038788	retained_intron
8mnfH2	ENST00000507202	chr5	7891481	7893288	retained_intron
93bhH5	ENST00000507245	chr5	135483108	135489370	retained_intron
93bhH8	ENST00000507245	chr5	135483108	135489370	retained_intron
9h08H1	ENST00000507274	chr5	34175926	34218448	transcribed_unprocessed_pseudogene
8ni1H1	ENST00000507335	chr5	14664840	14674246	retained_intron
7gbzH1	ENST00000507437	chr4	11373598	11374516	processed_pseudogene
7sbxH2	ENST00000507449	chr4	147104074	147108703	retained_intron
8yleH4	ENST00000507567	chr5	112926854	112928298	retained_intron
7h3qH5	ENST00000507794	chr4	25162293	25202498	processed_transcript
7h9qH4	ENST00000507809	chr4	25378978	25382230	retained_intron
97dnH2	ENST00000508019	chr5	145640945	145643082	retained_intron
981yH2	ENST00000508176	chr5	147819918	147821065	retained_intron
7efkH1	ENST00000508299	chr4	1978079	1980629	retained_intron
7f4rH3	ENST00000508321	chr4	3237150	3237906	retained_intron
8uunH4	ENST00000508401	chr5	76414146	76462734	antisense
7gwjH2	ENST00000508541	chr4	20616485	20620789	retained_intron
acpuH3	ENST00000508548	chr6	57016954	57018958	retained_intron
7jy6H2	ENST00000508554	chr4	57314864	57317357	retained_intron
7ggnH4	ENST00000509022	chr4	15683374	15688229	processed_transcript
9fwuH3	ENST00000509048	chr5	16616187	16617147	processed_transcript
7gubH2	ENST00000509099	chr4	20535021	20541189	retained_intron
c8ajH7	ENST00000509144	chr8	106809167	107072671	antisense
5yycH7	ENST00000509208	chr3	128973169	128973882	retained_intron
95ivH6	ENST00000509269	chr5	140022947	140023497	retained_intron
aitvH2	ENST00000509296	chr6	168348708	168352101	retained_intron
hngoH2	ENST00000509398	chr17	48559724	48560896	retained_intron
7vbvH5	ENST00000509538	chr4	185570909	185578808	retained_intron
8oj8H2	ENST00000509626	chr5	34953630	34954960	retained_intron
8y29H2	ENST00000509645	chr5	110817645	110821293	retained_intron
i4i8H1	ENST00000509765	chr17	47699775	47755444	retained_intron
hngcH4	ENST00000509806	chr17	48541904	48550764	processed_transcript
94m0H23	ENST00000509918	chr5	138629431	138657683	processed_transcript
8lkeH4	ENST00000510028	chr5	457120	459695	retained_intron
epeyH1	ENST00000510317	chr12	66524530	66528229	antisense
7s1eH2	ENST00000510321	chr4	146042471	146045083	retained_intron
hn16H3	ENST00000510356	chr17	46908396	46920024	retained_intron
7h3qH4	ENST00000510415	chr4	25162262	25163309	processed_transcript
7t8hH4	ENST00000510733	chr4	155665151	155674270	retained_intron
8n5gH4	ENST00000510757	chr5	14387451	14388059	retained_intron
8bxrH1	ENST00000510795	chr4	95664950	95678684	lincRNA
93hiH1	ENST00000510937	chr5	137136881	137146440	processed_transcript
7k8jH2	ENST00000511065	chr4	57775078	57777181	retained_intron
aoprH1	ENST00000511161	chr6	41904743	42016428	retained_intron
82ddH1	ENST00000511164	chr4	46725846	46726425	processed_pseudogene
7vgpH2	ENST00000511311	chr4	186317994	186318861	retained_intron
8zedH3	ENST00000511365	chr5	122139188	122144406	retained_intron
8z9fH1	ENST00000511422	chr5	120116912	120126473	lincRNA
7nhcH1	ENST00000511543	chr4	89642865	89649837	antisense
iq3mH4	ENST00000511584	chr19	19627038	19637527	retained_intron
9djjH1	ENST00000511650	chr5	177366622	177410055	antisense
hn1vH5	ENST00000511816	chr17	46928568	46930007	retained_intron
7m1aH4	ENST00000511895	chr4	80132838	80149040	antisense
9cwxH1	ENST00000512115	chr5	176170205	176170872	lincRNA
8lvhH1	ENST00000512270	chr5	1614950	1616449	processed_pseudogene
8nbdH2	ENST00000512303	chr5	14406322	14420013	retained_intron
7pcpH2	ENST00000512361	chr4	113574253	113575918	retained_intron
8oqbH3	ENST00000512374	chr5	36606712	36609401	retained_intron
7mddH2	ENST00000512375	chr4	84377084	84380297	retained_intron
axtlH1	ENST00000512382	chr7	296160	297419	retained_intron
celiH12	ENST00000512404	chr9	37432083	37433878	processed_transcript
8lh6H7	ENST00000512466	chr5	308311	315088	retained_intron
8wnrH13	ENST00000512878	chr5	95067428	95072715	retained_intron
8wauH1	ENST00000513011	chr5	87564711	87567042	antisense
iugrH2	ENST00000513217	chr19	49459109	49464454	retained_intron
62luH11	ENST00000513249	chr3	141105287	141122848	retained_intron
8wu1H2	ENST00000513368	chr5	96232275	96235946	retained_intron
7lojH42	ENST00000513373	chr4	77951935	77961253	processed_transcript
8pzkH7	ENST00000513390	chr5	43651885	43653682	retained_intron
9izeH2	ENST00000513560	chr5	43571695	43603206	antisense
7tn4H2	ENST00000513816	chr4	160247812	160251805	retained_intron
7fxbH1	ENST00000514075	chr4	8176147	8176726	processed_pseudogene
95gfH5	ENST00000514137	chr5	139945330	139946814	retained_intron
9ebiH3	ENST00000514146	chr5	180688212	180691262	antisense
hn1vH2	ENST00000514267	chr17	46928343	46929060	retained_intron
62fmH4	ENST00000514629	chr3	140692507	140695305	retained_intron
7pruH8	ENST00000514665	chr4	120133741	120142650	retained_intron
8mrcH7	ENST00000514674	chr5	10257997	10258647	retained_intron
0tcrH1	ENST00000514706	chr1	120081131	120088536	unprocessed_pseudogene
9khfH1	ENST00000514799	chr5	59755674	59756566	processed_pseudogene
i4kwH1	ENST00000514841	chr17	47799868	47810304	retained_intron
a0tnH1	ENST00000515045	chr5	177059075	177099210	processed_transcript
9easH2	ENST00000515223	chr5	180651165	180662803	retained_intron
abntH1	ENST00000515344	chr6	43171010	43171870	retained_intron
8nwmH4	ENST00000515409	chr5	31532401	31534704	retained_intron
8awgH1	ENST00000515482	chr4	84374872	84377008	processed_transcript
8uaoH8	ENST00000515528	chr5	73981030	73985674	retained_intron
7qzrH4	ENST00000515616	chr4	139964225	139966259	retained_intron
7qbeH4	ENST00000515726	chr4	124317965	124319492	processed_transcript
7hefH3	ENST00000515764	chr4	25863451	25931167	processed_transcript
87xhH1	ENST00000515793	chr4	76521263	76522324	retained_intron
ghgcH1	ENST00000515814	chr15	84906669	84909435	retained_intron
8cf8H1	ENST00000515831	chr4	100477302	100478687	retained_intron
bvhiH4	ENST00000517435	chr8	99168185	99169895	retained_intron
bqxpH2	ENST00000517528	chr8	22857441	22862357	retained_intron
bu73H6	ENST00000517614	chr8	74888453	74891256	retained_intron
cb5qH1	ENST00000517658	chr8	142262384	142263391	antisense
bu7aH1	ENST00000517767	chr8	74896727	74897118	processed_pseudogene
btkfH2	ENST00000517898	chr8	60032504	60033874	antisense
afhjH1	ENST00000517965	chr6	114770123	114777798	antisense
bv92H3	ENST00000517982	chr8	97342544	97346120	retained_intron
c9fdH4	ENST00000518109	chr8	120584859	120590725	processed_transcript
a1ccH2	ENST00000518115	chr5	179306045	179307023	retained_intron
bxquH1	ENST00000518201	chr8	8093524	8095872	processed_transcript
brdyH8	ENST00000518208	chr8	26222613	26227830	retained_intron
9afwH1	ENST00000518364	chr5	154338610	154346531	processed_transcript
bwm2H5	ENST00000518604	chr8	126030183	126031355	retained_intron
bqlhH3	ENST00000518808	chr8	21845858	21848122	retained_intron
cbcoH2	ENST00000518831	chr8	144098082	144099854	lincRNA
cavfH1	ENST00000518973	chr8	138821686	139095813	lincRNA
bzxwH1	ENST00000519186	chr8	38852637	38854017	retained_intron
8smaH5	ENST00000519205	chr5	65473154	65474767	retained_intron
bw1rH3	ENST00000519443	chr8	117778794	117783088	retained_intron
btztH1	ENST00000519620	chr8	71185603	71186072	processed_pseudogene
bpi6H2	ENST00000519641	chr8	1871361	1872040	retained_intron
9znvH1	ENST00000519976	chr5	172117456	172124723	antisense
brliH1	ENST00000520011	chr8	27986835	27989921	retained_intron
8slcH2	ENST00000520058	chr5	65440134	65449618	retained_intron
c8ajH8	ENST00000520078	chr8	106810318	107072689	retained_intron
bscdH4	ENST00000520079	chr8	37995012	37997219	retained_intron
bt6nH1	ENST00000520357	chr8	52812274	52825698	antisense
hrbjH2	ENST00000520537	chr17	78388964	78390053	retained_intron
bu62H8	ENST00000521013	chr8	74234074	74235543	retained_intron
bqwcH13	ENST00000521020	chr8	22471397	22472086	retained_intron
iiolH1	ENST00000521273	chr18	29992176	29993139	processed_pseudogene
bqzsH2	ENST00000521656	chr8	23117405	23118100	retained_intron
au28H1	ENST00000521693	chr6	112443263	112451361	retained_intron
hrbjH7	ENST00000521847	chr17	78389268	78392637	processed_transcript
hffrH1	ENST00000521877	chr16	88781856	88782620	retained_intron
cn5uH1	ENST00000521968	chr9	26919190	26920344	retained_intron
bw1rH8	ENST00000521974	chr8	117782336	117784022	retained_intron
7hefH8	ENST00000522137	chr4	25929836	25931047	processed_transcript
bsvwH3	ENST00000522178	chr8	42257067	42259423	retained_intron
brh6H2	ENST00000522245	chr8	27311547	27315991	retained_intron
butcH4	ENST00000522583	chr8	91028961	91031194	retained_intron
buwcH1	ENST00000522980	chr8	92988135	92989646	antisense
9cgpH1	ENST00000523057	chr5	172402513	172403377	processed_pseudogene
btjtH1	ENST00000523441	chr8	59490551	59492508	retained_intron
bqatH1	ENST00000523540	chr8	17826931	17830151	retained_intron
at0pH1	ENST00000523541	chr6	100009895	100016565	retained_intron
buqfH3	ENST00000523588	chr8	87563232	87563740	retained_intron
byamH2	ENST00000523649	chr8	17102248	17104374	retained_intron
bqhbH3	ENST00000523696	chr8	19796882	19805996	retained_intron
bt20H11	ENST00000523853	chr8	48883883	48885625	retained_intron
bv58H10	ENST00000523998	chr8	95888178	95888874	retained_intron
9xjrH2	ENST00000524277	chr5	151047034	151051390	retained_intron
du4uH3	ENST00000524450	chr11	71193768	71195438	retained_intron
0lzxH6	ENST00000524494	chr1	77763539	77806566	retained_intron
dscsH1	ENST00000524585	chr11	64781642	64787057	retained_intron
dszoH8	ENST00000524628	chr11	65769950	65771617	processed_transcript
dybuH3	ENST00000524683	chr11	121163479	121176419	retained_intron
dmsjH3	ENST00000524867	chr11	810002	811839	retained_intron
dyfcH2	ENST00000524873	chr11	121427723	121429482	retained_intron
dpufH4	ENST00000524936	chr11	43418546	43419608	retained_intron
dttyH9	ENST00000525152	chr11	68377242	68380866	retained_intron
dzacH6	ENST00000525215	chr11	129979055	129980468	retained_intron
dnxjH4	ENST00000525367	chr11	11901732	11906252	retained_intron
dxnwH2	ENST00000525427	chr11	118483867	118485909	retained_intron
dyukH8	ENST00000525431	chr11	125476104	125478299	retained_intron
dtzqH2	ENST00000525530	chr11	70175998	70178152	retained_intron
dzbgH15	ENST00000525604	chr11	130011306	130014168	retained_intron
dwzmH2	ENST00000525645	chr11	112097091	112100227	retained_intron
irs1H5	ENST00000525851	chr19	37342646	37383936	processed_transcript
e82kH1	ENST00000526226	chr11	49207145	49208320	retained_intron
dvxzH2	ENST00000526594	chr11	102033186	102057417	retained_intron
dxsjH4	ENST00000526829	chr11	118942741	118947638	retained_intron
ebtiH1	ENST00000526979	chr11	64942505	64942958	transcribed_processed_pseudogene
dpxlH2	ENST00000527029	chr11	43902380	43904352	retained_intron
euevH5	ENST00000527158	chr12	123942665	123957701	processed_transcript
dqioH25	ENST00000527178	chr11	47603793	47605907	processed_transcript
dybzH3	ENST00000527183	chr11	121176458	121178552	retained_intron
duqaH2	ENST00000527290	chr11	74660315	74676214	retained_intron
dmsjH10	ENST00000527517	chr11	812078	812850	retained_intron
cbmzH2	ENST00000527584	chr8	144900542	144906630	retained_intron
efq4H3	ENST00000527594	chr11	105967273	105972702	antisense
dnoiH5	ENST00000527597	chr11	9492653	9494263	retained_intron
dqryH1	ENST00000527599	chr11	57569466	57571462	retained_intron
dzmfH2	ENST00000527658	chr11	644233	646596	processed_transcript
dxrjH5	ENST00000527680	chr11	118889472	118890213	retained_intron
dxmcH1	ENST00000527839	chr11	118390549	118393124	retained_intron
iuvmH5	ENST00000527866	chr19	50191109	50192286	processed_transcript
bxisH6	ENST00000528017	chr8	146059117	146068605	retained_intron
d7arH6	ENST00000528044	chr10	102295954	102300485	processed_transcript
duqaH3	ENST00000528265	chr11	74660322	74688662	processed_transcript
cbmzH1	ENST00000528320	chr8	144900055	144906569	retained_intron
dvc0H7	ENST00000528531	chr11	85366452	85367510	retained_intron
dy9tH2	ENST00000528681	chr11	120347708	120348282	retained_intron
dy9tH4	ENST00000528681	chr11	120347708	120348282	retained_intron
ipdhH2	ENST00000528732	chr19	17530872	17531529	retained_intron
dxq7H5	ENST00000528823	chr11	118521305	118528200	retained_intron
dnmpH5	ENST00000528833	chr11	9431615	9436138	retained_intron
dvfjH5	ENST00000528861	chr11	87030108	87033077	retained_intron
dpjsH22	ENST00000528948	chr11	34113165	34118172	processed_transcript
dpyiH1	ENST00000529186	chr11	44129564	44138389	processed_transcript
ecouH2	ENST00000529253	chr11	67559237	67572805	processed_transcript
du3dH3	ENST00000529369	chr11	71159719	71163203	antisense
ee2xH1	ENST00000529470	chr11	77386123	77388106	retained_intron
bpwdH3	ENST00000529521	chr8	11687788	11689303	retained_intron
dxuiH3	ENST00000529600	chr11	118977451	118978286	processed_transcript
dmihH2	ENST00000529679	chr11	251542	252617	retained_intron
dtmmH1	ENST00000529797	chr11	67250519	67257149	retained_intron
dyzdH5	ENST00000529802	chr11	126139051	126141776	retained_intron
dmlpH2	ENST00000530029	chr11	489790	490720	retained_intron
dpsmH5	ENST00000530300	chr11	43333538	43340534	retained_intron
dn4dH3	ENST00000530366	chr11	3402222	3405641	processed_transcript
dn9yH1	ENST00000530368	chr11	4123157	4127453	retained_intron
e0ouH1	ENST00000530516	chr11	3740717	3742269	retained_intron
dqomH2	ENST00000530595	chr11	57405848	57420263	sense_overlapping
ildmH1	ENST00000530703	chr19	1040114	1041681	retained_intron
du5gH1	ENST00000530831	chr11	71207480	71211081	retained_intron
fu7oH2	ENST00000530978	chr14	73575838	73577617	retained_intron
dt1aH2	ENST00000531041	chr11	65819836	65821431	retained_intron
dyw7H5	ENST00000531062	chr11	125503181	125506030	retained_intron
dsf4H2	ENST00000531146	chr11	64876526	64877329	retained_intron
dpabH1	ENST00000531345	chr11	32123540	32127077	retained_intron
dtsnH5	ENST00000531432	chr11	68325663	68331875	retained_intron
dmvdH24	ENST00000531497	chr11	1006708	1010926	retained_intron
dqw1H1	ENST00000531676	chr11	58910331	58911020	retained_intron
bpvuH2	ENST00000531733	chr8	11665998	11667485	retained_intron
dtpaH1	ENST00000531796	chr11	67798119	67800152	retained_intron
ecouH1	ENST00000531806	chr11	67559118	67572793	processed_transcript
bxbiH7	ENST00000531992	chr8	145065461	145066131	retained_intron
dp5uH2	ENST00000532047	chr11	30344679	30352949	retained_intron
dmu4H1	ENST00000532075	chr11	836802	838016	retained_intron
dpnnH3	ENST00000532159	chr11	34999481	35006428	retained_intron
dmrmH6	ENST00000532202	chr11	764369	765005	processed_transcript
afdzH9	ENST00000532226	chr6	111804713	111814206	antisense
ealpH1	ENST00000532239	chr11	62365760	62367818	retained_intron
afdzH3	ENST00000532353	chr6	111804757	111919505	antisense
dnfjH4	ENST00000532367	chr11	6414747	6415358	retained_intron
fhm5H1	ENST00000532377	chr13	76393413	76395649	retained_intron
dpdsH1	ENST00000532687	chr11	33060962	33065658	retained_intron
dobcH3	ENST00000532769	chr11	13716302	13722114	retained_intron
fhlsH2	ENST00000532785	chr13	76390921	76393634	retained_intron
duzjH1	ENST00000532831	chr11	77850816	77853105	antisense
dniuH2	ENST00000532882	chr11	8013368	8014545	retained_intron
0qneH5	ENST00000533132	chr1	110171155	110172174	retained_intron
eaodH1	ENST00000533303	chr11	62384160	62384926	retained_intron
dqr4H4	ENST00000533321	chr11	57508984	57510529	retained_intron
dsvsH6	ENST00000533441	chr11	65483703	65484519	retained_intron
dwecH5	ENST00000533597	chr11	108016847	108018315	retained_intron
du3rH4	ENST00000533612	chr11	71164254	71166506	retained_intron
dymtH2	ENST00000533623	chr11	123988201	123988859	retained_intron
bpn1H13	ENST00000533648	chr8	6603275	6605263	processed_transcript
drncH2	ENST00000533823	chr11	62549197	62549805	retained_intron
eifzH1	ENST00000533859	chr11	133229923	133235975	sense_intronic
dxuiH2	ENST00000534024	chr11	118972907	118978406	processed_transcript
dpyrH2	ENST00000534048	chr11	44151592	44219670	retained_intron
dw7eH7	ENST00000534152	chr11	105962193	105969426	retained_intron
dwl6H1	ENST00000534221	chr11	108800245	108811652	processed_transcript
avqgH1	ENST00000534321	chr6	136590226	136590878	retained_intron
dmrdH6	ENST00000534449	chr11	726626	727722	processed_transcript
fpr7H2	ENST00000534664	chr14	20824068	20824909	retained_intron
dpmtH12	ENST00000534710	chr11	34492260	34493606	processed_transcript
dwe0H6	ENST00000534773	chr11	108009446	108010898	retained_intron
cccjH7	ENST00000534816	chr8	146220271	146220926	processed_pseudogene
elc5H2	ENST00000534917	chr12	27807318	27810056	retained_intron
fcy5H4	ENST00000534966	chr12	121222005	121229748	retained_intron
ekjeH3	ENST00000535134	chr12	13349719	13362504	processed_transcript
ekjeH7	ENST00000535134	chr12	13349719	13362504	processed_transcript
ekjeH10	ENST00000535134	chr12	13349719	13362504	processed_transcript
ejlsH1	ENST00000535220	chr12	6930789	6934338	retained_intron
ejlsH3	ENST00000535220	chr12	6930789	6934338	retained_intron
eux2H1	ENST00000535399	chr12	132195639	132199040	retained_intron
ekh4H5	ENST00000535722	chr12	12977318	12979226	retained_intron
ejhvH12	ENST00000535804	chr12	6637712	6638337	processed_transcript
eudnH11	ENST00000536073	chr12	123466499	123467455	retained_intron
ejbsH1	ENST00000536137	chr12	4714122	4719689	retained_intron
7s2yH1	ENST00000536295	chr4	146296694	146297405	processed_pseudogene
el7dH5	ENST00000536503	chr12	27175482	27182418	processed_transcript
ej7uH5	ENST00000536795	chr12	4387833	4398327	retained_intron
gbjoH1	ENST00000536835	chr15	29967193	29971372	antisense
drxsH2	ENST00000537707	chr11	63993771	63994964	retained_intron
e9opH1	ENST00000538129	chr11	61096833	61097681	retained_intron
el74H4	ENST00000538172	chr12	27113928	27118013	retained_intron
dubfH3	ENST00000538339	chr11	71941761	71942360	retained_intron
ax3fH1	ENST00000538672	chr6	158658367	158658949	processed_pseudogene
drrlH6	ENST00000538995	chr11	63448945	63481951	processed_transcript
dxucH1	ENST00000539045	chr11	118963320	118964253	retained_intron
dtbqH3	ENST00000539085	chr11	66272115	66276802	processed_transcript
f5xpH3	ENST00000539116	chr12	65996648	66000283	lincRNA
ejxjH8	ENST00000539304	chr12	7344167	7354822	retained_intron
fen0H1	ENST00000539357	chr12	133257613	133263951	retained_intron
epmkH4	ENST00000539373	chr12	69084450	69085949	retained_intron
baqhH1	ENST00000539597	chr7	122321343	122321757	processed_pseudogene
drd9H18	ENST00000539776	chr11	61134450	61136683	retained_intron
fet5H1	ENST00000539809	chr12	133522301	133525201	retained_intron
ekodH8	ENST00000539887	chr12	16053832	16056412	retained_intron
eulwH5	ENST00000540009	chr12	124457765	124459100	retained_intron
ieoyH5	ENST00000540308	chr18	32870299	32888074	unitary_pseudogene
ieoyH3	ENST00000540308	chr18	32870299	32888074	unitary_pseudogene
dnruH1	ENST00000540439	chr11	9681945	9682503	processed_pseudogene
exmiH1	ENST00000540463	chr12	21600478	21601248	processed_pseudogene
a4n5H6	ENST00000540478	chr6	16290175	16295352	retained_intron
eiw6H7	ENST00000540974	chr12	1800328	1840222	processed_transcript
evcyH3	ENST00000541034	chr12	133294551	133297670	processed_transcript
evcyH2	ENST00000541034	chr12	133294551	133297670	processed_transcript
dattH4	ENST00000541070	chr10	124812276	124813394	retained_intron
a7z7H1	ENST00000541196	chr6	31430961	31432156	sense_overlapping
esfzH1	ENST00000541704	chr12	109549022	109563399	sense_overlapping
ep9jH3	ENST00000541805	chr12	64889147	64889711	retained_intron
ewl5H1	ENST00000542055	chr12	7507555	7510202	retained_intron
etjwH6	ENST00000542496	chr12	119624604	119631633	processed_transcript
ejxaH4	ENST00000542663	chr12	7303118	7303746	retained_intron
a7hbH4	ENST00000542772	chr6	30545903	30546271	retained_intron
43uyH5	ENST00000542810	chr2	223773802	223781398	retained_intron
eulwH6	ENST00000542820	chr12	124457765	124459100	retained_intron
eulwH4	ENST00000543017	chr12	124457819	124496320	processed_transcript
eveeH1	ENST00000543124	chr12	133624206	133633918	retained_intron
dx8wH4	ENST00000543243	chr11	114310216	114311748	retained_intron
drd9H3	ENST00000543594	chr11	61129832	61132274	retained_intron
euleH4	ENST00000543687	chr12	124240873	124243234	processed_transcript
euleH3	ENST00000543687	chr12	124240873	124243234	processed_transcript
dr8rH1	ENST00000543732	chr11	60691963	60693179	processed_transcript
ewl5H2	ENST00000543841	chr12	7507555	7520144	retained_intron
ejbwH7	ENST00000544050	chr12	4721682	4722989	retained_intron
euf3H5	ENST00000544188	chr12	124069144	124071507	retained_intron
gy88H1	ENST00000544189	chr16	57108082	57110763	retained_intron
ietnH10	ENST00000544274	chr18	33750841	33754579	retained_intron
ejkwH4	ENST00000544344	chr12	6898701	6924236	retained_intron
